default|check_acc_status|duration|credit_history|purpose|credit_amount|savings|unemployment|ins_inc_ratio|personal_status_sex|other_debtors|residence since|property|age|other_ins_plans|housing|credits_number|job|liable_people|telephone|foreign_worker
0|no_account|24|critical_account|furniture|2028|less_100|4_7|2|male_sin|none|2|life_insurance|30|none|own|2|unskilled|1|no|yes
0|less_0|15|critical_account|furniture|1433|less_100|1_4|4|female_div_sep_mar|none|3|life_insurance|25|none|rent|2|skilled_employee|1|no|yes
0|200_more|42|no_credits|business|6289|less_100|less_1|2|male_div_sep|none|1|life_insurance|33|none|own|2|skilled_employee|1|no|yes
0|no_account|13|existing_paid_duly|radio_tv|1409|100_500|unemployed|2|female_div_sep_mar|none|4|real_estate|64|none|own|1|skilled_employee|1|no|yes
0|less_0|24|existing_paid_duly|used_car|6579|less_100|unemployed|4|male_sin|none|2|unknown|29|none|for_free|1|management|1|yes|yes
0|0_200|24|critical_account|radio_tv|1743|less_100|7_more|4|male_sin|none|2|life_insurance|48|none|own|2|unskilled|1|no|yes
0|no_account|12|critical_account|education|3565|unknown|less_1|2|male_sin|none|1|life_insurance|37|none|own|2|unskilled|2|no|yes
0|no_account|15|past_paid_duly|radio_tv|1569|100_500|7_more|4|male_sin|none|4|car_other|34|bank|own|1|unskilled|2|no|yes
0|less_0|18|existing_paid_duly|radio_tv|1936|unknown|4_7|2|male_mar_wid|none|4|car_other|23|none|rent|2|unskilled|1|no|yes
0|less_0|36|existing_paid_duly|furniture|3959|less_100|unemployed|4|male_sin|none|3|life_insurance|30|none|own|1|management|1|yes|yes
0|no_account|12|existing_paid_duly|new_car|2390|unknown|7_more|4|male_sin|none|3|car_other|50|none|own|1|skilled_employee|1|yes|yes
0|no_account|12|existing_paid_duly|furniture|1736|less_100|4_7|3|female_div_sep_mar|none|4|real_estate|31|none|own|1|unskilled|1|no|yes
0|less_0|30|existing_paid_duly|used_car|3857|less_100|1_4|4|male_div_sep|none|4|life_insurance|40|none|own|1|management|1|yes|yes
0|no_account|12|existing_paid_duly|radio_tv|804|less_100|7_more|4|male_sin|none|4|car_other|38|none|own|1|skilled_employee|1|no|yes
1|less_0|45|existing_paid_duly|radio_tv|1845|less_100|1_4|4|male_sin|none|4|unknown|23|none|for_free|1|skilled_employee|1|yes|yes
0|0_200|45|critical_account|used_car|4576|100_500|unemployed|3|male_sin|none|4|car_other|27|none|own|1|skilled_employee|1|no|yes
